2,26,2.lake,2,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,15,12,6,3,5,9,13,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,0
0,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,15,12,51,9,13,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,0
0,-25,-25,-25,-25,14,19,16,-25,-25,-25,-25,-25,-25,-25,20,5,18,-25,-25,-25,-25,-25,-25,-25,-25,-25,14,19,16,-25,-25,-25,-25,0
0,-25,-25,-25,-25,20,33,18,-25,-25,-25,-25,-25,-25,-25,15,17,13,-25,-25,-25,-25,-25,26,26,26,-25,20,6,18,-25,-25,-25,-25,0
0,-25,-25,-25,-25,15,17,13,-25,-25,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,-25,26,26,26,-25,26,26,20,4,18,-25,-25,-25,-25,0
0,-25,-25,-25,26,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,26,26,26,26,26,-25,-25,-25,-25,-25,20,2,18,-25,-25,-25,-25,0
0,-25,-25,-25,26,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,26,26,-25,26,26,26,-25,-25,-25,-25,-25,-25,15,17,13,26,-25,-25,-25,0
0,-25,-25,-25,26,-25,-25,-25,-25,26,26,26,26,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,0
0,-25,-25,-25,26,26,-25,-25,-25,-25,-25,-25,26,-25,-25,26,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,26,26,26,26,-25,-25,-25,0
0,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,-25,-25,26,26,-25,-25,-25,0
0,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,26,26,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,26,26,26,-25,-25,-25,26,-25,-25,-25,0
0,-25,-25,-25,-25,26,-25,-25,-25,-25,26,26,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,26,26,-25,-25,-25,-25,26,26,-25,-25,-25,0
0,-25,-25,14,19,16,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,14,19,16,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,26,26,-25,-25,-25,0
0,-25,26,20,3,18,-25,26,26,26,26,-25,-25,-25,-25,-25,20,33,18,26,26,26,26,26,26,-25,-25,-25,-25,-25,26,-25,-25,-25,0
0,-25,26,15,17,13,26,26,26,26,26,-25,-25,-25,-25,-25,15,17,13,-25,-25,26,26,-25,26,26,26,-25,-25,-25,26,-25,-25,-25,0
0,-25,-25,26,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,26,26,-25,-25,0
0,-25,-25,26,-25,-25,-25,-25,-25,26,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,26,-25,-25,-25,26,-25,-25,0
0,-25,-25,26,-25,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,14,19,19,19,16,-25,0
0,-25,-25,26,26,-25,-25,-25,-25,26,26,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,20,4,5,6,18,-25,0
0,-25,26,26,26,-25,-25,-25,-25,-25,-25,26,26,26,26,26,26,26,26,26,26,-25,-25,-25,-25,-25,-25,26,20,3,9,17,13,-25,0
0,-25,26,26,26,-25,-25,-25,-25,-25,26,26,-25,26,-25,-25,-25,26,-25,-25,26,26,26,26,26,26,26,26,15,17,13,-25,-25,-25,0
0,-25,26,26,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,26,-25,-25,-25,-25,-25,26,26,26,-25,-25,-25,-25,-25,-25,-25,-25,0
0,-25,26,26,-25,-25,-25,-25,-25,-25,26,26,-25,-25,-25,-25,14,19,16,-25,-25,26,26,26,26,26,-25,-25,-25,-25,-25,-25,-25,-25,0
0,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,26,26,26,26,26,20,7,18,26,26,26,-25,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,-25,0
0,-25,-25,26,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,20,8,18,-25,-25,-25,-25,-25,-25,26,26,26,26,-25,-25,14,19,16,0
0,19,19,16,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,15,17,13,-25,-25,-25,-25,-25,-25,-25,-25,-25,26,26,26,20,3,18,0
0,3,52,18,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,15,17,13,0
0,5,4,18,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOM
0,2,27,lake.1.csv,32,3
0,16,2,lake.3.csv,17,27
