33,58,6.tower,1,4,1
-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5
-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,3,4,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,3,4,1,2,3,4,1,2,0,0,0,0,0,0,0,0,3,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
-6,0,0,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,0,-6,-5,4,1,2,3,4,1,2,3,0,0,0,0,0,0,0,0,4,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
-5,0,0,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,0,-5,-6,1,2,3,4,1,2,3,4,0,0,0,0,0,0,0,0,1,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,3,0,0,0,0,-6
-6,0,0,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,0,0,-6,-5,2,3,4,1,2,3,4,1,0,0,0,0,0,0,0,0,2,3,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,3,4,0,0,0,0,-5
-5,0,0,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,0,-5,-6,3,4,1,2,3,4,1,2,0,0,0,0,0,0,0,0,3,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,4,1,0,0,0,0,-6
-6,0,0,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,0,-6,-5,4,1,2,3,4,1,2,3,0,0,0,0,0,0,0,0,4,1,2,3,4,1,0,0,0,0,2,3,4,1,2,3,0,1,2,3,4,1,2,0,0,0,0,-5
-5,0,0,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,0,-5,-6,1,2,3,4,1,2,3,4,1,2,3,4,0,0,0,0,1,2,3,4,1,2,0,0,0,0,3,4,1,2,3,4,0,2,3,4,1,2,3,0,0,0,0,-6
-6,0,0,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,0,0,-6,-5,2,3,4,1,2,3,4,1,2,3,4,1,0,0,0,0,2,3,4,1,2,3,0,0,0,0,4,1,2,3,4,1,0,3,4,1,2,3,4,1,2,3,0,-5
-5,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,0,-5,-6,3,4,1,2,3,4,1,2,0,0,1,2,0,0,0,0,3,4,1,2,3,4,0,0,0,0,1,2,3,4,1,2,0,4,1,2,3,4,1,2,3,4,0,-6
-6,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,0,-6,-5,0,0,0,3,4,0,0,0,0,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,1,2,3,4,1,2,0,0,1,0,-5
-5,0,1,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,0,-5,-6,0,0,0,4,1,0,0,0,0,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,2,3,4,1,2,3,0,0,2,0,-6
-6,0,2,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,0,0,-6,-5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,3,0,0,0,0,4,1,2,3,4,1,0,3,4,1,2,3,4,0,0,3,0,-5
-5,0,3,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,0,-5,-6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,3,4,0,0,0,0,1,2,3,4,1,2,0,0,0,2,3,0,0,0,0,4,0,-6
-6,0,4,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,0,-6,-5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,4,1,0,0,0,0,2,3,4,1,2,3,0,0,0,3,4,0,0,0,0,1,0,-5
-5,0,1,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,51,-5,-6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,2,0,-6
-6,0,2,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,0,3,-6,-5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,1,2,0,0,0,0,3,0,-5
-5,0,3,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,4,-5,-6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,3,4,0,0,0,0,0,0,3,4,0,0,3,4,1,2,3,4,1,0,0,4,0,-6
-6,0,4,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,1,-6,-5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,4,1,0,0,0,0,0,0,4,1,0,0,4,1,2,3,4,1,2,0,0,1,0,-5
-5,0,1,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,2,-5,-6,1,2,3,4,1,2,3,4,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3,4,1,2,3,0,0,2,0,-6
-6,0,2,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,0,3,-6,-5,2,3,4,1,2,3,4,1,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,3,4,1,2,3,4,1,2,3,4,0,0,3,0,-5
-5,0,3,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,4,-5,-6,3,4,1,2,3,4,1,2,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,4,1,2,3,4,1,2,3,4,1,0,0,4,0,-6
-6,0,4,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,-6,-5,4,1,2,3,4,1,2,3,4,1,2,3,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,4,1,0,0,4,1,2,3,4,1,2,0,0,1,0,-5
-5,0,1,0,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,-5,-6,1,2,3,4,1,2,3,4,1,2,3,4,0,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,1,2,0,0,1,2,3,4,1,2,3,0,0,2,0,-6
-6,0,2,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,0,0,-6,-5,2,3,4,1,2,3,4,1,2,0,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,0,0,2,3,4,1,2,3,4,0,0,3,0,-5
-5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,3,4,1,2,3,4,1,2,3,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,-6
-6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,4,1,2,3,4,1,2,3,4,0,0,0,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5
-5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-6
-6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-5
-5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-6
