36,2,3.hall,3,4,1
-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,52,2,1,2,1,2,1,2,1,2,-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,1,2,1,2,1,2,1,2,1,51,1,2,1,2,1,2,1,2,1,-5,1,2,1,2,1,2,1,2,1,2,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,4,1,2,1,2,1,2,1,2,1,2,1,-5,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,-5,2,1,2,1,2,1,2,1,2,1,2,3,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,-5,1,2,1,2,1,2,1,2,1,2,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,-5,2,1,2,1,2,1,2,1,2,1,2,-5,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,-8,-16,-9,-16,-9,-16,-9,-16,-9,-17,-5,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,-5,-8,-16,-9,-16,-9,-16,-9,-16,-9,-17,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,-5,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,1,2,-8,-16,-9,-16,-9,-16,-9,-16,-9,-16,-9,-16,-9,-16,-9,-17,1,2,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,-5,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,2,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,1,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,1,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,2,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,-5,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,2,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,1,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,1,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,2,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,-5,1,2,1,2,1,2,1,2,1,2,2,-5
-5,2,1,2,1,2,1,2,1,2,1,2,-5,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,2,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,1,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,-5,2,1,2,1,2,1,2,1,2,1,1,-5
-5,1,2,1,2,1,2,1,2,1,2,1,-5,1,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,-5,1,2,-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-24,1,2,-5,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,2,-5,1,2,1,2,1,2,1,2,1,2,2,-5
