8,27,1.gake,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0
0,0,0,3,1,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,25,17,0,0,0
0,0,0,3,1,51,1,5,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1,5,-19,0,0,0
0,0,0,3,1,1,1,12,4,4,13,1,12,4,21,21,21,21,21,21,21,21,21,21,4,4,13,1,1,11,8,0,0,0,0
0,0,0,6,10,1,1,1,1,1,11,2,2,2,20,20,20,20,20,20,20,20,20,20,2,2,2,2,26,8,-19,0,0,0,0
0,0,0,-19,6,2,2,2,2,2,8,-19,-19,-19,-19,0,0,0,0,0,0,0,0,-19,-19,-19,-19,-19,14,-19,0,0,0,0,0
0,0,0,0,-19,-19,-19,-19,-19,-19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,4,9,0,0,0,0
0,0,0,7,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1,12,9,0,0,0
0,0,7,13,1,1,12,9,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,12,9,0,0
0,7,13,1,1,1,1,12,4,4,4,4,13,1,21,21,21,21,21,21,21,21,21,21,21,21,13,1,1,1,1,1,5,0,0
0,3,1,1,1,1,1,1,1,1,1,1,1,11,20,20,20,20,20,20,20,20,20,20,20,20,10,1,1,1,1,11,8,0,0
0,6,10,1,1,1,1,1,1,11,2,2,2,8,-19,0,0,0,0,0,0,0,0,0,0,-19,6,10,1,11,2,8,-19,0,0
0,-19,3,1,1,1,1,1,11,8,-19,-19,-19,-19,0,0,0,0,0,0,0,0,0,0,0,0,-19,29,2,8,-19,-19,0,0,0
0,0,6,10,1,1,1,11,8,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-19,-19,0,0,0,0,0
0,0,-19,3,1,1,1,5,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,0,3,1,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,0,3,1,1,5,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,0,6,10,1,12,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,0,-19,3,1,1,1,12,4,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0
0,0,0,0,6,2,10,1,1,1,1,1,12,21,21,21,21,21,21,21,21,21,21,21,21,4,13,12,9,0,0,0,0,0,0
0,0,0,0,-19,-19,6,2,2,2,10,11,2,20,20,20,20,20,20,20,20,20,20,20,20,10,1,1,12,9,0,7,9,0,0
0,0,0,0,0,0,-19,-19,-19,-19,6,8,-19,-19,0,0,0,0,0,0,0,0,0,0,-19,3,1,1,1,12,4,13,5,0,0
0,0,0,0,0,0,0,0,0,0,-19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1,1,1,1,11,8,0,0
0,0,0,0,0,0,0,7,4,4,4,4,21,21,21,21,21,21,21,21,21,21,21,21,13,1,1,1,11,2,26,8,-19,0,0
0,0,0,0,0,0,0,3,1,1,1,11,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,8,-19,15,-19,0,0,0
0,0,0,0,0,0,0,6,10,11,2,8,-19,0,0,0,0,0,0,0,0,0,0,-19,-19,-19,-19,-19,-19,0,-19,0,0,0,0
0,0,0,0,0,0,0,-19,3,5,-19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOM
0,5,3,gake.2.csv,5,25
0,8,29,home.1.csv,9,12
0,9,29,home.1.csv,10,12
3,8,27,0
3,10,27,1
