9,12,7.forest,1,4,1,6
-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-30
-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-31
-29,-19,-29,-31,-19,-28,-29,-19,-26,-26,-19,-29,-29,-19,-27,-27,-19,-31,-31,-19,-29,-31,-19,-29,-30,-19,-30,-29,-19,-30,-29,-19,-30,-31,-19,-25,-27,-19,-26,-25,-19,-30,-30,-19,-30,-31,-19,-29,-29,-19,-30,-29,-19,-29,-29,-19,-29,-30,-19,-30,-29,-19,-25,-26,-19,-29,-25,-19,-26,-30
-13,-14,-15,-20,-21,7,10,10,10,10,10,10,10,10,6,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-20,-21,-25,7,10,10,6,-28,-25,-29,-25,-26,-26,-28,-24,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,7,10,10,10,6,-24,-29
-16,-17,-18,-22,-23,11,3,2,3,2,4,1,3,3,9,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-22,-23,-25,11,1,4,9,-20,-21,-20,-21,7,10,10,6,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,11,3,2,4,9,-26,-30
-31,-19,-31,-20,-21,11,2,1,2,4,1,4,3,2,9,-25,-19,-28,-25,-19,-28,-24,-19,-24,-28,-19,-26,-25,-19,-25,-26,-19,-26,-29,7,10,34,1,2,9,-22,-23,-22,-23,11,4,3,9,-26,-19,-31,-31,-32,-29,-30,-19,-30,-29,-19,-27,-26,-19,-29,11,1,3,2,9,-29,-30
-13,-14,-15,-22,-23,11,3,1,2,3,2,1,2,3,33,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,34,1,3,2,4,33,10,10,10,10,34,3,2,9,-13,-14,-15,-27,-27,-26,-27,-29,-24,-25,7,10,10,10,10,34,3,2,4,9,-27,-31
-16,-17,-18,-20,-21,11,3,1,2,3,2,4,1,4,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,35,3,1,2,3,3,2,4,1,3,2,32,12,5,-16,-17,-18,-27,7,10,10,10,10,10,34,32,12,12,12,12,12,12,12,5,-29,-30
-30,-19,-29,-22,-23,11,4,2,3,1,3,1,1,4,9,-24,-28,-27,-25,-25,-28,-28,-27,-29,-28,-24,-27,-29,-24,-26,-27,-26,-29,-24,11,32,12,35,3,2,4,2,3,4,1,9,-20,-21,-26,-19,-29,-27,8,35,32,12,12,35,3,9,-27,-27,-24,-28,-27,-26,-26,-25,-24,-30
-13,-14,-15,-20,-21,8,12,12,12,12,12,12,12,12,5,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-29,11,9,-28,11,2,1,3,1,2,2,3,9,-22,-23,-13,-14,-15,-20,-21,11,9,-20,-21,8,35,9,-13,-14,-15,-13,-14,-15,-13,-14,-15,-31
