9,57,4.town,1,4,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,-33,3,3,3,3,3,3,3,3,3,-33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,13,13,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-33,0
0,-27,9,9,9,9,9,9,9,9,9,9,-27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,16,15,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-27,-27,-27,-27,9,9,9,9,9,9,9,9,-27,0
0,-29,10,10,10,10,10,10,10,10,10,10,-29,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,17,15,14,10,10,10,10,10,10,10,10,-29,-29,-29,-29,-29,-29,-29,-29,10,10,10,-29,10,10,10,10,10,10,10,10,-29,0
0,-34,1,1,1,1,1,1,1,1,1,1,-34,-34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,13,13,5,1,1,1,1,1,1,1,-34,1,1,1,1,1,1,1,1,1,1,1,-34,1,1,1,1,1,1,1,1,-34,0
0,-47,-43,-43,-43,-43,-43,-43,-46,18,-47,-43,-43,-43,-43,-43,-43,-46,15,-47,-43,-43,-43,-43,-43,-43,-46,18,-47,-43,-43,-43,-43,-43,-43,-46,4,12,11,2,-47,-43,-43,-43,-43,-43,-43,-46,16,-47,-43,-43,-43,-43,-43,-43,-46,18,-47,-43,-43,-43,-43,-43,-43,-46,17,-47,-43,0
0,-48,-41,-41,-41,-41,-41,-41,-45,16,-48,-41,-41,-41,-41,-41,-41,-45,15,-48,-41,-41,-41,-41,-41,-41,-45,17,-48,-41,-41,-41,-41,-41,-41,-45,4,12,11,2,-48,-41,-41,-41,-41,-41,-41,-45,18,-48,-41,-41,-41,-41,-41,-41,-45,17,-48,-41,-41,-41,-41,-41,-41,-45,18,-48,-41,0
0,-75,-80,-80,-80,-80,-80,-80,-76,15,-65,-70,-70,-70,-70,-70,-70,-66,18,-75,-80,-80,-80,-80,-80,-80,-76,17,-65,-70,-70,-70,-70,-70,-70,-66,4,-25,-26,-31,-75,-80,-80,-80,-80,-80,-80,-76,17,-65,-70,-70,-70,-70,-70,-70,-66,18,-75,-80,-80,-80,-80,-80,-80,-76,16,-65,-70,0
0,-77,-80,-79,-80,-80,-79,-80,-78,15,-67,-70,-69,-70,-70,-69,-70,-68,17,-77,-80,-79,-80,-80,-79,-80,-78,15,-67,-70,-69,-70,-70,-69,-70,-68,4,-25,-26,-31,-77,-80,-79,-80,-80,-79,-80,-78,17,-67,-70,-69,-70,-70,-69,-70,-68,17,-77,-80,-79,-80,-80,-79,-80,-78,16,-67,-70,0
0,75,-80,-80,-80,-80,-80,-80,-76,15,-65,-70,-70,-70,-70,-70,-70,-66,18,75,-80,-80,-80,-80,-80,-80,-76,-21,-65,-70,-70,-70,-70,-70,-70,-66,4,12,11,-31,75,-80,-80,-80,-80,-80,-80,-76,18,-65,-70,-70,-70,-70,-70,-70,-66,17,75,-80,-80,-80,-80,-80,-80,-76,17,-65,-70,0
