2,20,7.forest,5,4,1,6
-13,-14,-15,-20,-21,-26,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-28,-27,-27,-24,-25,-28,-26,-27,-24,-27,-28,-28,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-30
-16,-17,-18,-22,-23,-26,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-27,7,10,10,10,10,10,10,10,10,6,-25,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-31
-29,-19,-25,7,10,6,-27,-19,-30,-29,-19,-29,-31,-19,-31,-29,-19,-29,-31,-19,-29,-29,-19,-29,-29,-19,-28,-25,-19,-26,-25,-19,-28,-25,-19,-31,-29,-19,-29,-29,-19,-31,-30,-19,-29,-28,11,4,1,4,4,51,2,3,3,9,-24,-29,-19,-30,-30,-19,-25,-27,-19,-26,-27,-19,-31,-30
-13,-14,-15,11,3,33,6,-20,-21,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-13,-14,-15,-20,-21,7,10,10,10,10,10,6,-20,-21,-20,-21,-20,-21,-13,-14,-15,-13,-14,-15,-26,11,3,2,2,2,3,3,2,2,9,-26,-13,-14,-15,-13,-14,-15,7,10,10,6,-20,-21,-31
-16,-17,-18,8,12,35,9,-22,-23,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-16,-17,-18,-22,-23,11,1,3,2,3,2,9,-22,-23,-22,-23,-22,-23,-16,-17,-18,-16,-17,-18,-27,11,2,3,2,3,2,4,3,1,9,-28,-16,-17,-18,-16,-17,-18,11,2,1,9,-22,-23,-30
-31,-19,-27,-20,-21,11,9,-20,-21,-30,-19,-30,-29,-19,-31,-30,-19,-30,-31,-19,-31,-29,-19,-29,-20,-21,11,2,3,4,4,3,33,10,10,10,6,-20,-21,-30,-19,-31,-29,-19,-29,-25,8,35,3,2,4,2,2,3,1,9,-27,-29,-19,-29,-31,-19,-27,11,4,2,9,-20,-21,-29
-13,-14,-15,-22,-23,11,9,-22,-23,-20,-21,-20,-21,-20,-21,-20,-21,-31,-13,-14,-15,-13,-14,-15,-22,-23,11,1,2,2,3,2,32,12,12,35,9,-22,-23,-13,-14,-15,-13,-14,-15,-20,-21,11,32,12,12,35,32,12,12,5,-26,-13,-14,-15,-13,-14,-15,11,32,12,5,-22,-23,-31
-16,-17,-18,-20,-21,11,33,10,6,-22,-23,-22,-23,-22,-23,-22,-23,-25,-16,-17,-18,-16,-17,-18,-20,-21,8,12,12,35,32,12,5,-20,-21,11,9,-20,-21,-16,-17,-18,-16,-17,-18,-22,-23,11,9,-20,-21,11,9,-20,-21,-20,-21,-16,-17,-18,-16,-17,-18,11,9,-20,-21,-20,-21,-30
-29,-19,-29,-22,-23,8,12,35,33,10,10,10,10,10,10,10,10,6,-26,-19,-30,-31,-19,-30,-22,-23,-27,-25,-26,11,9,-20,-21,-22,-23,11,9,-22,-23,-31,-19,-30,-31,-19,-30,-20,-21,11,9,-22,-23,11,9,-22,-23,-22,-23,-29,-19,-29,-30,-19,-26,11,9,-22,-23,-22,-23,-31
-13,-14,-15,-26,-26,-24,-24,11,1,2,4,2,2,1,2,1,4,9,-13,-14,-15,-13,-14,-15,-13,-14,-15,-20,-21,11,9,-22,-23,-20,-21,11,9,-20,-21,-20,-21,-20,-21,-20,-21,-22,-23,11,9,-20,-21,11,9,-20,-21,-20,-21,-20,-21,-20,-21,-20,-21,11,9,-24,-13,-14,-15,-31
-16,-17,-18,-28,7,10,10,34,32,12,12,12,12,12,35,3,3,9,-16,-17,-18,-16,-17,-18,-16,-17,-18,-22,-23,11,9,-20,-21,-22,-23,11,9,-22,-23,-22,-23,-22,-23,-22,-23,-20,-21,11,9,-22,-23,11,9,-22,-23,-22,-23,-22,-23,-22,-23,-22,-23,11,9,-26,-16,-17,-18,-29
-31,-19,-29,-24,11,32,12,12,5,-24,-24,-24,-20,-21,11,2,2,9,-29,-19,-31,-31,-19,-30,-31,-19,-29,-20,-21,11,9,-22,-23,-20,-21,11,33,10,10,10,10,10,6,-20,-21,-22,-23,11,33,9,-28,11,9,-20,-21,-26,7,10,10,10,10,10,10,34,33,6,-27,-19,-29,-31
